category_l1,brand,age_group,age_bucket_primary_filled,desc_age_bucket,desc_age_confidence,weight_age_bucket,weight_age_confidence,kg_lo,kg_hi,kg_mid,age_bucket_enriched,age_source_enriched,age_bucket_final,age_source_final,description_merged
Babycare,Marcus & Marcus,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Khay silicon trữ đông đồ ăn dặm cho bé Marcus & Marcus - Ollie (30ml x 8 ngăn)         Thương hiệu: Marcus & Marcus         Xuất xứ: Canada         Chất liệu: silicon cao cấp không BPA         Khả năng chịu nhiệt: từ -20°C đến 220°C         Kích thước: 124 x 44 x 188mm         Dung tích: 30ml x 8 ngăn         Màu sắc: Xanh lá                        Khay silicon trữ đông đồ ăn dặm cho bé Marcus & Marcus là một sản phẩm đồ dùng tiện ích dành cho trẻ nhỏ của thương hiệu Marcus & Marcus đến từ Canada. Khay trữ với 8 ngăn giúp bạn dễ dàng bảo quản thức ăn tươi ngon cho bé.                        Khay trữ đa ngăn giúp chia khẩu phần ăn chính xác            Khay trữ chia thành 8 ngăn, mỗi ngăn 30ml với vạch định lượng tiện lợi, giúp bạn dễ dàng chia khẩu phần ăn chính xác cho bé.               Thiết kế tiện lợi dễ bảo quản và sử dụng            Khay có nắp đậy kín, chống tràn và có thể xếp chồng lên nhau để tiết kiệm không gian lưu trữ.               Hướng dẫn sử dụng               Đổ thức ăn vào các ngăn theo vạch định lượng.         Đậy nắp kín để đảm bảo thức ăn được bảo quản tốt.         Có thể sử dụng trong tủ đông để bảo quản trong thời gian dài.         Khi cần sử dụng, có thể hâm nóng trực tiếp trong lò vi sóng.                     Hướng dẫn bảo quản               Dùng được với máy rửa chén ngăn trên cùng.         Dùng được với tủ đông, lò vi sóng.         Dùng được với máy tiệt trùng hơi nước, máy tiệt trùng UV.         Các vết bám dính có thể dễ dàng được làm sạch bằng nước rửa chén pha với nước nóng.                     Lưu ý               Chỉ sử dụng cho thức ăn an toàn cho trẻ nhỏ.         Tránh để khay gần nguồn nhiệt cao.         Thường xuyên làm sạch và bảo quản khay ở nơi khô ráo.                     Thành phần               Silicon cao cấp không BPA"
Babycare,Notoro,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Ghế kê chân toilet Notoro (INC)         Thương hiệu: INC         Xuất xứ: Việt Nam         Kích cỡ (DxRxC): 480 x 336 x 206 mm                        Ghế kê chân toilet Notoro (INC) là sản phẩm ghế kê chân toilet dành cho người lớn và trẻ em của thương hiệu INC đến từ Việt Nam. Sản phẩm nổi bật với thiết kế phong cách tối giản, mang lại vẻ đẹp tinh tế, gọn gàng cho không gian sống đồng thời hỗ trợ điều chỉnh tư thế ngồi phù hợp khi đi vệ sinh.                        Ghế kê chân toilet Notoro hỗ trợ tư thế ngồi vệ sinh chuẩn giúp dễ dàng hơn cho bé và người lớn            Ghế kê chân toilet Notoro được thiết kế nhỏ gọn và thông minh nhằm giúp các bé sử dụng nhà vệ sinh dễ dàng hơn. Đồng thời, sản phẩm cũng hỗ trợ người lớn điều chỉnh tư thế ngồi phù hợp khi dùng bồn cầu ngồi (bệ xí bệt), giúp tăng hiệu quả và sự thoải mái khi vệ sinh.                  Ghế kê chân với bề mặt chống trơn trượt và thiết kế hình chữ U giúp giữ an toàn, gọn gàng            Bề mặt ghế được làm từ nhựa PP nguyên sinh với khả năng chống trơn trượt, giúp người dùng đảm bảo an toàn khi đặt chân lên. Thiết kế chữ U đặc biệt cho phép sau khi sử dụng, ghế dễ dàng đẩy vào sát vào bồn cầu, giúp không gian phòng tắm luôn gọn gàng, ngăn nắp.                  Ghế kê chân toilet Notoro hỗ trợ phòng ngừa và cải thiện các bệnh tiêu hóa hiệu quả            Sử dụng ghế kê chân khi vệ sinh giúp cải thiện quá trình đào thải, loại bỏ hoàn toàn chất cặn bã trong cơ thể. Sản phẩm rất tốt cho những người bị táo bón, góp phần hỗ trợ điều trị bệnh trĩ, ngăn ngừa tình trạng viêm đại tràng co thắt và phòng tránh ung thư đại tràng hiệu quả.                  Hướng dẫn sử dụng               Đặt ghế kê chân toilet Notoro trước bồn cầu ngồi (bệ xí bệt).         Kê chân lên ghế khi đi vệ sinh để điều chỉnh tư thế ngồi chuẩn, giúp quá trình đại tiện dễ dàng, tự nhiên hơn.         Sử dụng sau mỗi lần vệ sinh để phát huy tối đa hiệu quả phòng ngừa các bệnh tiêu hóa.                        Hướng dẫn bảo quản               Để sản phẩm nơi khô ráo, thoáng mát tránh ẩm thấp.         Tránh đặt ghế kê chân gần các nguồn nhiệt cao hoặc ánh nắng trực tiếp để không làm hư hại chất liệu nhựa.         Vệ sinh sản phẩm định kỳ bằng khăn mềm và dung dịch nhẹ, tránh dùng chất tẩy mạnh.                        Thành phần               Nhựa PP (Polypropylen) nguyên sinh         Hạt màu         Phụ gia kháng khuẩn (Ag+)"
Thời trang,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
Babycare,Inochi,Không xác định,,,,,,,,,,missing,,missing,"TÚI RÁC TIỆN DỤNG SOJI HƯƠNG LAVENDER sẽ giúp ngôi nhà của bạn luôn gọn gàng, sạch sẽ. Sản phẩm đạt tiêu chuẩn Nhật Bản, được rất nhiều bà nội trợ tin dùng.  Hướng dẫn sử dụng Dùng để đựng rácThông tin chi tiết Tên sản phẩm: Túi rác tiện dụng Soji 10L x 30 túi (INC, Size S, Hương Lavender)Thương hiệu: INCXuất xứ: Việt Nam Kích cỡ: 460x630 mm Chất liệu: Hạt nhựa PE nguyên sinh, phụ gia phân hủy sinh học Oxium 2003-EB (Oxo – degradable Additive), phụ gia màu Masterbatch & CaCo3 và hương Lavender"
Thời trang,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
Thực phẩm cho bé,Gerber,Không xác định,,,,,,,,,,missing,,missing,
Thời trang,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
TPCN,Dr Frei,Không xác định,,,,,,,,,,missing,,missing,
Thời trang,Con Cưng,Không xác định,,,,,,,,,,missing,,missing,
Thời trang,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
Babycare,Lock&Lock (Hàn Quốc),Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Bình nước Handle Bottle Lock&Lock HAP817GRY (1.4L- màu xám)         Thương hiệu: Lock&Lock         Xuất xứ: Việt Nam         Kích cỡ (DxRxC): 89x129x137mm         Thể tích: 1400ml         Chất liệu: Nhựa PP                        Bình nước Handle Bottle Lock&Lock HAP817GRY (1.4L- màu xám) là một sản phẩm tiện ích dành cho gia đình của thương hiệu Lock&Lock đến từ Việt Nam. Sản phẩm có trọng lượng nhẹ, thiết kế gọn gàng, giúp bạn dễ dàng sắp xếp trong tủ lạnh và mang theo mọi lúc mọi nơi.                              Trọng lượng nhẹ và độ bền vượt trội                 Bình nước Handle Bottle được làm từ nhựa PP nguyên chất, mang lại độ bền cao và dễ dàng sử dụng hàng ngày mà không lo bị hư hỏng.               Nắp và thân bình dễ tháo rời                 Thiết kế thông minh với thân bình và nắp có thể dễ dàng tháo rời giúp bạn thuận tiện trong việc vệ sinh và bảo quản.               Có kích cỡ phù hợp với ngăn cửa tủ lạnh                 Bình nước được thiết kế với kích thước chuẩn, thuận lợi để bạn có thể sắp xếp một cách gọn gàng trong ngăn cửa tủ lạnh, giữ cho nước luôn mát lạnh.               Thân bình mỏng, nắm gọn bằng một bàn tay                 Thiết kế thân bình mỏng, giúp bạn dễ dàng cầm nắm, di chuyển và sử dụng một cách thuận tiện trong mọi tình huống.               Hướng dẫn sử dụng               Không đặt sản phẩm gần lửa. Lửa là nguyên nhân làm sản phẩm biến dạng.         Sử dụng miếng rửa chén nylon chứa chất mài mòn, bùi nhùi sắt, chất tẩy rửa có hạt… có thể làm sản phẩm trầy xước và gây hư hỏng.         Không sử dụng sản phẩm ngoài mục đích cơ bản.         Tránh va đập mạnh.         Khi cho nước nóng vào bình, áp suất trong bình tăng cao và làm rò rỉ nước, do đó hãy để thức uống nguội trước khi cho vào bình.         Không cho nước uống có ga (cocacola, sider…) hoặc những loại thức uống tự sản sinh ra ga vào bình. Chúng là nguyên nhân làm hư hỏng sản phẩm.         Không sử dụng sản phẩm trong lò vi sóng, lò nướng, máy rửa bát; không tiệt trùng bằng nước nóng gần 100 độ C. Chúng là nguyên nhân làm sản phẩm biến dạng.                     Hướng dẫn bảo quản               Vệ sinh bình nước sau mỗi lần sử dụng để duy trì độ bền và vệ sinh.         Không để sản phẩm ở nơi có nhiệt độ cao hoặc ánh nắng mặt trời trực tiếp trong thời gian dài.         Sử dụng khăn mềm để lau khô, tránh dùng chất tẩy rửa mạnh gây hư hỏng bình.                     Lưu ý               Sản phẩm này chỉ dùng cho nước lạnh hoặc nước nguội, không nên sử dụng cho nước nóng quá 60 độ C.         Kiểm tra kỹ sản phẩm trước khi sử dụng lần đầu để đảm bảo không có lỗi sản xuất.                     Thành phần               Nhựa PP"
Thời trang,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
Babycare,Lock&Lock (Hàn Quốc),Không xác định,,,,,,,,,,missing,,missing,"﻿﻿Hộp bảo quản 0.05g hình tròn 120ml có thiết kế nhỏ gọn, chắc chắn sẽ giúp gia đình bạn bảo quản thực phẩm một cách sạch sẽ, đảm bảo những món ăn luôn tươi ngon mỗi ngày.Ưu điểm nổi bật của sản phẩm. Kích thước nhỏ gọn, thích hợp sử dụng trong nhà bếp . Bảo quản thực phẩm tươi sống hay đựng các loại gia vị, đồ khô. Nắp xoay kín hơi và chắc chắn giúp ngăn vi khuẩn. Không bám mùi, dễ chùi rửaHướng dẫn sử dụng . Không đặt sản phẩm gần lửa. Lửa là nguyên nhân làm sản phẩm biến dạng.. Sử dụng miếng rửa chén nylon chứa chất mài mòn, bùi nhùi sắt, chất tẩy rửa có hạt… có thể làm sản phẩm trầy xước và gây hư hỏng.. Không sử dụng sản phẩm ngoài mục đích cơ bản. Tránh va đập mạnh.. Khi cho nước nóng vào bình, áp suất trong bình tăng cao và làm rò rỉ nước, do đó hãy để thức uống nguội trước khi cho vào bình.. Không cho nước uống có ga (cocacola, sider…) hoặc những loại thức uống tự sản sinh ra ga vào bình. Chúng là nguyên nhân làm hư hỏng sản phẩm.. Không sử dụng sản phẩm trong lò vi sóng, lò nướng, máy rửa bát; không tiệt trùng bằng nước nóng gần 100 độ C. Chúng là nguyên nhân làm sản phẩm biến dạng."
Babycare,Lock&Lock (Hàn Quốc),Không xác định,,,,,,,,,,missing,,missing,"﻿﻿﻿﻿Hộp bảo quản thực phẩm nhựa Bisfree Modular có thiết kế gọn gàng, chắc chắn cùng chất liệu vô cùng an toàn sẽ giúp gia đình bạn bảo quản thực phẩm một cách tốt nhất.Ưu điểm nổi bật của sản phẩm. Dễ dàng sắp xếp không gian trong tủ lạnh. Giúp lưu thông không khí lạnh khi bảo quản trong tủ lạnh. Bảo quản để chống lại sự ôi thiu. 99% kháng khuẩn, gioăng Silicone giữ chặt chẽ không cho xâm nhập từ vi khuẩnHướng dẫn sử dụng. Chỉ sử dụng cho mục đích cơ bản. Không đặt sản phẩm gần lửa. Không vệ sinh sản phẩm bằng búi sắt hoặc là chất ăn mòn. Khi sử dụng màng bọc thực phẩm trong thời gian dài hoặc sử dụng trong lò vi sóng, màng bọc thực phẩm có thể dính lại và không rơi ra.. Hộp đựng có thể bị trầy xước khi chúng được lưu trữ qua nhiều lớpHướng dẫn bảo quản. Cẩn trọng khi sử dụng trong lò vi  sóng hay tủ đông. Không làm nóng hộp rỗng trong lò vi sóng. Khi sử dụng trong lò vi sóng thì mở nắp và chỉ sử dụng để hâm nóng (Đề xuất trong vòng 2 phút, không sử dụng để nấu ăn). Khi hâm nóng thực phẩm dầu mỡ như cà ri, món hầm, sốt…Hộp đựng thực phẩm có thể bị biến dạng và có màu. Khi hâm nóng thức ăn có độ ẩm thấp trong lò vi sóng thì nên đặt trong thời gian ngắn.. Sau một thời gian dài lưu trữ trong tủ đông, các cạnh khóa nắp có thể bị hổng bởi vì nhiệt độ thay đổi đột ngột. Mở nắp sau 1-2 phút để đảm bảo sử dụng được lâu hơn. Lưu trữ thức uống có ga hoặc thực phẩm lên men ở nhiệt độ phòng trong thời gian dài co thể làm giảm độ khóa kín"
